Texts,Text_Level,MLS,MLT,MLC,C.S,VP.T,C.T,DC.C,DC.T,T.S,CT.T,CP.T,CP.C,CN.T,CN.C
S1068_7.txt,7,14.5833,14.8305,9.8315,1.4833,1.9831,1.5085,0.2472,0.3729,0.9833,0.2881,0.1695,0.1124,2.3051,1.5281
S1069_9.txt,9,17.0833,17.3729,11.1413,1.5333,2.1525,1.5593,0.2826,0.4407,0.9833,0.339,0.2373,0.1522,2.6949,1.7283
S1070_12.txt,12,22.1212,20.2778,11.7742,1.8788,2.4306,1.7222,0.3145,0.5417,1.0909,0.3611,0.3056,0.1774,3.25,1.8871
S1071_3.txt,3,8.4048,8.6098,6.7885,1.2381,1.5366,1.2683,0.1538,0.1951,0.9762,0.1951,0.122,0.0962,0.8293,0.6538
S1072_5.txt,5,11.8868,12.1154,8.2895,1.434,1.7692,1.4615,0.1974,0.2885,0.9811,0.25,0.2885,0.1974,1.3846,0.9474
S1073_7.txt,7,14.6038,13.5789,9.1059,1.6038,1.7895,1.4912,0.2118,0.3158,1.0755,0.2632,0.2807,0.1882,1.614,1.0824
S1074_9.txt,9,17.9348,16.1765,10.7143,1.6739,1.9608,1.5098,0.2208,0.3333,1.1087,0.2745,0.3922,0.2597,2.0392,1.3506
S1075_12.txt,12,22.5429,19.2439,11.6029,1.9429,2.2439,1.6585,0.2059,0.3415,1.1714,0.2927,0.5366,0.3235,2.3902,1.4412
S1076_3.txt,3,8.383,8.383,7.0357,1.1915,1.3617,1.1915,0.1429,0.1702,1,0.1489,0.0426,0.0357,1.234,1.0357
S1077_5.txt,5,11.4808,11.0556,7.96,1.4423,1.6852,1.3889,0.2533,0.3519,1.0385,0.2222,0.1111,0.08,1.5926,1.1467
S1078_7.txt,7,15.5088,14.0317,9.5054,1.6316,1.8889,1.4762,0.2796,0.4127,1.1053,0.3016,0.2063,0.1398,1.9683,1.3333
S1079_9.txt,9,19.102,16.4211,10.0645,1.898,2.1053,1.6316,0.3226,0.5263,1.1633,0.386,0.2807,0.172,2.2632,1.3871
S1080_12.txt,12,19.5455,17.9167,9.6847,2.0182,2.4667,1.85,0.3694,0.6833,1.0909,0.4667,0.3667,0.1982,2.2667,1.2252
S1081_3.txt,3,9.1667,9.5192,7.8571,1.1667,1.3846,1.2115,0.1905,0.2308,0.963,0.2308,0.1346,0.1111,0.9038,0.746
S1082_5.txt,5,12.2,12.2,8.8406,1.38,1.58,1.38,0.2899,0.4,1,0.34,0.2,0.1449,1.48,1.0725
S1083_7.txt,7,15.9487,14.4651,9.5692,1.6667,1.7442,1.5116,0.3385,0.5116,1.1026,0.4419,0.3023,0.2,1.6744,1.1077
S1084_9.txt,9,18.7273,16.7027,9.8095,1.9091,2.0811,1.7027,0.381,0.6486,1.1212,0.5135,0.3243,0.1905,1.973,1.1587
S1085_12.txt,12,20.84,19.2963,10.6327,1.96,2.2593,1.8148,0.3673,0.6667,1.08,0.5926,0.1852,0.102,2.2963,1.2653
S1086_3.txt,3,8.6383,8.6383,7.25,1.1915,1.4255,1.1915,0.1607,0.1915,1,0.1702,0.234,0.1964,0.6809,0.5714
S1087_5.txt,5,12.3673,12.3673,9.0448,1.3673,1.8571,1.3673,0.2239,0.3061,1,0.2653,0.5306,0.3881,1.4082,1.0299
S1088_7.txt,7,15.1026,15.1026,9.9831,1.5128,2.0513,1.5128,0.3051,0.4615,1,0.4103,0.641,0.4237,1.8462,1.2203
S1089_9.txt,9,16.8235,16.8235,10.7925,1.5588,2.1471,1.5588,0.3396,0.5294,1,0.4706,0.7353,0.4717,1.9706,1.2642
S1090_12.txt,12,26.8421,26.8421,13.7838,1.9474,3.1053,1.9474,0.4595,0.8947,1,0.6842,1.2105,0.6216,3.5263,1.8108
S1091_3.txt,3,7.8654,8.0196,5.9275,1.3269,1.6078,1.3529,0.2174,0.2941,0.9808,0.2157,0.0588,0.0435,0.8431,0.6232
S1092_5.txt,5,10.5741,10.9808,7.2278,1.463,1.75,1.5192,0.3291,0.5,0.963,0.3654,0.1731,0.1139,1.4038,0.9241
S1093_7.txt,7,12.8077,12.566,8.4304,1.5192,1.7547,1.4906,0.3165,0.4717,1.0192,0.3585,0.3208,0.2152,1.5472,1.038
S1094_9.txt,9,15.6279,15.2727,9.2055,1.6977,1.8636,1.6591,0.3425,0.5682,1.0233,0.4773,0.3636,0.2192,2.0227,1.2192
S1095_12.txt,12,23.6207,22.0968,10.3788,2.2759,2.4839,2.129,0.4091,0.871,1.069,0.5484,0.7097,0.3333,3.0323,1.4242
S1096_3.txt,3,8.3818,8.537,6.6812,1.2545,1.537,1.2778,0.2174,0.2778,0.9818,0.2593,0.1111,0.087,0.6481,0.5072
S1097_5.txt,5,11.7353,11.5652,7.6,1.5441,1.8261,1.5217,0.3048,0.4638,1.0147,0.3913,0.1014,0.0667,1.1884,0.781
S1098_7.txt,7,14.4062,14.1846,8.6168,1.6719,2.0615,1.6462,0.3458,0.5692,1.0156,0.3692,0.2308,0.1402,1.6308,0.9907
S1099_9.txt,9,16.9016,16.1094,9.1239,1.8525,2.3125,1.7656,0.3894,0.6875,1.0492,0.4531,0.2812,0.1593,1.875,1.0619
S1100_12.txt,12,22.5,20.1493,10.6299,2.1167,2.5821,1.8955,0.4094,0.7761,1.1167,0.5522,0.3731,0.1969,2.403,1.2677
S1101_3.txt,3,8.75,8.9091,6.8056,1.2857,1.4,1.3091,0.2083,0.2727,0.9821,0.2545,0.0545,0.0417,0.8364,0.6389
S1102_5.txt,5,12.0784,12.0784,8.1053,1.4902,1.6275,1.4902,0.2895,0.4314,1,0.4314,0.0784,0.0526,1.2549,0.8421
S1103_7.txt,7,15,15,8.9062,1.6842,1.8158,1.6842,0.3594,0.6053,1,0.5,0.1579,0.0938,1.7632,1.0469
S1104_9.txt,9,18.3125,16.7429,9.3016,1.9688,2,1.8,0.3968,0.7143,1.0938,0.5143,0.1429,0.0794,1.8857,1.0476
S1105_12.txt,12,24.9565,21.2593,9.5667,2.6087,2.5556,2.2222,0.4833,1.0741,1.1739,0.8148,0.1852,0.0833,2.4444,1.1
S1106_3.txt,3,9.1081,8.8684,6.74,1.3514,1.5263,1.3158,0.22,0.2895,1.027,0.2895,0.1579,0.12,0.8421,0.64
S1107_5.txt,5,12.3636,11.5745,7.662,1.6136,1.7872,1.5106,0.2958,0.4468,1.0682,0.3404,0.234,0.1549,1.3617,0.9014
S1108_7.txt,7,14.7073,11.8235,8.2603,1.7805,1.7647,1.4314,0.274,0.3922,1.2439,0.3725,0.2353,0.1644,1.4118,0.9863
S1109_9.txt,9,19.0556,15.2444,8.6835,2.1944,2.1333,1.7556,0.3291,0.5778,1.25,0.4889,0.4,0.2278,1.8667,1.0633
S1110_12.txt,12,24.4615,19.875,10.4262,2.3462,2.5,1.9062,0.3443,0.6562,1.2308,0.5312,0.5625,0.2951,2.3125,1.2131
S1111_3.txt,3,9.0435,9.2444,6.303,1.4348,1.5333,1.4667,0.2273,0.3333,0.9783,0.2889,0.1111,0.0758,1,0.6818
S1112_5.txt,5,12.1633,12.4167,7.7403,1.5714,1.7917,1.6042,0.2338,0.375,0.9796,0.3333,0.2292,0.1429,1.4583,0.9091
S1113_7.txt,7,14.3571,14.7073,8.375,1.7143,1.9512,1.7561,0.3056,0.5366,0.9762,0.439,0.2683,0.1528,1.9024,1.0833
S1114_9.txt,9,18,19.1613,9.2812,1.9394,2.3226,2.0645,0.3906,0.8065,0.9394,0.5806,0.3871,0.1875,2.4839,1.2031
S1115_12.txt,12,25.3,26.6316,9.5472,2.65,3.2105,2.7895,0.4906,1.3684,0.95,0.7895,0.6842,0.2453,3.5263,1.2642
S1116_3.txt,3,8.0676,8.0676,6.7079,1.2027,1.3243,1.2027,0.191,0.2297,1,0.2297,0.3108,0.2584,0.6081,0.5056
S1117_5.txt,5,10.5152,10.3582,8.2619,1.2727,1.4627,1.2537,0.1786,0.2239,1.0152,0.194,0.4478,0.3571,0.8955,0.7143
S1118_7.txt,7,13.1964,13.4364,9.3544,1.4107,1.7273,1.4364,0.3038,0.4364,0.9821,0.3091,0.5091,0.3544,1.4364,1
S1119_9.txt,9,16.9796,15.1273,10.2716,1.6531,1.7818,1.4727,0.321,0.4727,1.1224,0.3273,0.5091,0.3457,1.7455,1.1852
S1120_12.txt,12,20.3396,16.8438,11.5914,1.7547,1.8906,1.4531,0.3118,0.4531,1.2075,0.3594,0.5,0.3441,2.0781,1.4301
S1121_3.txt,3,8.3529,8.3529,6.9836,1.1961,1.4902,1.1961,0.1639,0.1961,1,0.1765,0.098,0.082,0.7059,0.5902
S1122_5.txt,5,11.5686,11.3462,7.1951,1.6078,1.9231,1.5769,0.3537,0.5577,1.0196,0.4423,0.1154,0.0732,1.1923,0.7561
S1123_7.txt,7,15.7381,14.6889,8.5844,1.8333,2.2222,1.7111,0.3636,0.6222,1.0714,0.4667,0.2444,0.1429,1.6444,0.961
S1124_9.txt,9,17.6585,16.4545,9.6533,1.8293,2.25,1.7045,0.36,0.6136,1.0732,0.4773,0.3182,0.1867,2.0227,1.1867
S1125_12.txt,12,21.1702,19.1346,10.0505,2.1064,2.3077,1.9038,0.4242,0.8077,1.1064,0.5385,0.2692,0.1414,2.5577,1.3434
S1126_3.txt,3,17.3571,16.2,9.5921,1.8095,2.2222,1.6889,0.3553,0.6,1.0714,0.4667,0.3111,0.1842,2,1.1842
S1127_5.txt,5,12.0526,12.0526,7.5495,1.5965,1.9123,1.5965,0.3077,0.4912,1,0.386,0.3509,0.2198,1.4912,0.9341
S1128_7.txt,7,14.8983,14.4098,7.7105,1.9322,2.1311,1.8689,0.4035,0.7541,1.0339,0.5574,0.4426,0.2368,2.0328,1.0877
S1129_9.txt,9,17.3393,17.0351,8.5929,2.0179,2.3333,1.9825,0.4336,0.8596,1.0179,0.614,0.5789,0.292,2.3158,1.1681
S1130_12.txt,12,21.9348,19.7843,8.6983,2.5217,2.7255,2.2745,0.4741,1.0784,1.1087,0.6471,0.5686,0.25,2.8824,1.2672
S1131_3.txt,3,9.025,9.7568,8.3953,1.075,1.3784,1.1622,0.1628,0.1892,0.925,0.1892,0.0541,0.0465,1.1081,0.9535
S1132_5.txt,5,11.551,12.3043,9.4333,1.2245,1.6739,1.3043,0.1667,0.2174,0.9388,0.2174,0.1522,0.1167,1.3696,1.05
S1133_7.txt,7,15.4722,17.4062,11.14,1.3889,2.125,1.5625,0.26,0.4062,0.8889,0.2812,0.375,0.24,2.0625,1.32
S1134_9.txt,9,19.25,19.963,13.475,1.4286,2.0741,1.4815,0.25,0.3704,0.9643,0.2593,0.4074,0.275,2.5556,1.725
S1135_12.txt,12,27.2105,24.619,14.7714,1.8421,2.381,1.6667,0.3714,0.619,1.1053,0.4762,0.5238,0.3143,3.3333,2
S1136_3.txt,3,8.3137,8.48,6.7302,1.2353,1.7,1.26,0.1905,0.24,0.9804,0.22,0.1,0.0794,0.62,0.4921
S1137_5.txt,5,11.5581,11.8333,7.5303,1.5349,2.0952,1.5714,0.3485,0.5476,0.9767,0.4286,0.2381,0.1515,1.1429,0.7273
S1138_7.txt,7,15.3824,14.5278,8.8644,1.7353,2.3889,1.6389,0.3559,0.5833,1.0588,0.3611,0.3611,0.2203,1.5556,0.9492
S1139_9.txt,9,17.963,16.1667,9.3269,1.9259,2.7333,1.7333,0.3654,0.6333,1.1111,0.4,0.4333,0.25,1.6667,0.9615
S1140_12.txt,12,21.4545,20.5217,9.8333,2.1818,3.3043,2.087,0.4583,0.9565,1.0455,0.6087,0.6087,0.2917,2.2609,1.0833
S1141_3.txt,3,9.1364,9.1364,7.1786,1.2727,1.6818,1.2727,0.25,0.3182,1,0.2955,0.0455,0.0357,1.3182,1.0357
S1142_5.txt,5,11.614,11.4138,8.1728,1.4211,1.7931,1.3966,0.284,0.3966,1.0175,0.3103,0.2069,0.1481,1.569,1.1235
S1143_7.txt,7,15.0755,14.0175,8.7802,1.717,1.9825,1.5965,0.2967,0.4737,1.0755,0.3684,0.3158,0.1978,1.8947,1.1868
S1144_9.txt,9,17.5957,16.2157,8.8925,1.9787,2.2745,1.8235,0.3333,0.6078,1.0851,0.3725,0.3333,0.1828,2.1373,1.172
S1145_12.txt,12,22.973,19.7674,9.3407,2.4595,2.6977,2.1163,0.3516,0.7442,1.1622,0.3953,0.3721,0.1758,2.6744,1.2637
S1146_3.txt,3,8.0656,8.0656,7.2353,1.1148,1.3115,1.1148,0.1324,0.1475,1,0.1311,0.0984,0.0882,0.9016,0.8088
S1147_5.txt,5,10.7826,10.6286,8.7529,1.2319,1.4571,1.2143,0.2118,0.2571,1.0145,0.2429,0.1286,0.1059,1.3429,1.1059
S1148_7.txt,7,14.2903,13.6308,10.1839,1.4032,1.6462,1.3385,0.2759,0.3692,1.0484,0.3385,0.3231,0.2414,1.5846,1.1839
S1149_9.txt,9,17.7778,16.5517,10.6667,1.6667,1.9655,1.5517,0.3667,0.569,1.0741,0.4655,0.3621,0.2333,2.1552,1.3889
S1150_12.txt,12,18.3538,17.5441,10.5575,1.7385,2.0588,1.6618,0.4071,0.6765,1.0462,0.4706,0.3824,0.2301,2.2206,1.3363
S1151_3.txt,3,9.3696,9.3696,7.6964,1.2174,1.6087,1.2174,0.1429,0.1739,1,0.1739,0.087,0.0714,0.9783,0.8036
S1152_5.txt,5,12.4364,12.4364,9.5,1.3091,1.5636,1.3091,0.2222,0.2909,1,0.2545,0.1818,0.1389,1.5636,1.1944
S1153_7.txt,7,15.9565,15.9565,10.7941,1.4783,1.8478,1.4783,0.2941,0.4348,1,0.3913,0.3478,0.2353,2.1957,1.4853
S1154_9.txt,9,19.1351,19.6667,11.2381,1.7027,2.1944,1.75,0.3651,0.6389,0.973,0.5,0.4722,0.2698,2.7222,1.5556
S1155_12.txt,12,32.7059,30.8889,13.561,2.4118,3.1667,2.2778,0.5122,1.1667,1.0588,0.8889,0.7778,0.3415,4.3333,1.9024
S1156_3.txt,3,8.7778,8.9014,7.7073,1.1389,1.3803,1.1549,0.1463,0.169,0.9861,0.1408,0.0563,0.0488,1.0141,0.878
S1157_5.txt,5,12.7121,12.3382,9.427,1.3485,1.5294,1.3088,0.236,0.3088,1.0303,0.2206,0.3676,0.2809,1.3971,1.0674
S1158_7.txt,7,16.8644,16.3115,10.5851,1.5932,1.9016,1.541,0.3511,0.541,1.0339,0.377,0.5082,0.3298,1.9016,1.234
S1159_9.txt,9,19.9259,19.2143,12.9639,1.537,1.9107,1.4821,0.3494,0.5179,1.037,0.3571,0.6607,0.4458,2.4464,1.6506
S1160_12.txt,12,24.1136,21.6531,13.6026,1.7727,2.102,1.5918,0.3974,0.6327,1.1136,0.4898,0.6939,0.4359,2.6531,1.6667
S1161_3.txt,3,8.75,8.75,6.0667,1.4423,1.6731,1.4423,0.2,0.2885,1,0.2692,0.2115,0.1467,0.9808,0.68
S1162_5.txt,5,11.2031,11.2031,7.2424,1.5469,1.6875,1.5469,0.1717,0.2656,1,0.2656,0.375,0.2424,1.3125,0.8485
S1163_7.txt,7,13.5968,12.9692,8.1058,1.6774,1.7385,1.6,0.2019,0.3231,1.0484,0.2615,0.4154,0.2596,1.5077,0.9423
S1164_9.txt,9,16.6458,15.6667,8.8778,1.875,2,1.7647,0.2667,0.4706,1.0625,0.4118,0.5294,0.3,1.9608,1.1111
S1165_12.txt,12,17.1707,16.3721,8.9114,1.9268,2.1628,1.8372,0.2658,0.4884,1.0488,0.4186,0.4884,0.2658,1.8837,1.0253
S1166_3.txt,3,8.3485,8.3485,6.2614,1.3333,1.6364,1.3333,0.25,0.3333,1,0.2879,0.0758,0.0568,0.7273,0.5455
S1167_5.txt,5,12.5082,12.5082,7,1.7869,2.082,1.7869,0.3578,0.6393,1,0.5082,0.1639,0.0917,1.459,0.8165
S1168_7.txt,7,14.8302,14.2909,8.6374,1.717,2.1818,1.6545,0.3516,0.5818,1.0377,0.4,0.2182,0.1319,1.7091,1.033
S1169_9.txt,9,17.5116,16.7333,8.8588,1.9767,2.3778,1.8889,0.4,0.7556,1.0465,0.5111,0.2889,0.1529,2.0222,1.0706
S1170_12.txt,12,24.9167,23,9.4921,2.625,3.1154,2.4231,0.4921,1.1923,1.0833,0.6538,0.3077,0.127,3.0769,1.2698
S1171_3.txt,3,9.1591,9.1591,7.6038,1.2045,1.5227,1.2045,0.1321,0.1591,1,0.1364,0.0227,0.0189,1.1364,0.9434
S1172_5.txt,5,11.4833,11.678,8.7215,1.3167,1.6271,1.339,0.2152,0.2881,0.9833,0.2542,0.1525,0.1139,1.5424,1.1519
S1173_7.txt,7,14.9216,15.5306,10.5694,1.4118,1.898,1.4694,0.2778,0.4082,0.9608,0.3878,0.2653,0.1806,2.1633,1.4722
S1174_9.txt,9,17.2045,17.6047,12.6167,1.3636,1.8605,1.3953,0.2667,0.3721,0.9773,0.3256,0.3721,0.2667,2.4651,1.7667
S1175_12.txt,12,28.84,25.75,16.3864,1.76,2.3571,1.5714,0.2955,0.4643,1.12,0.3571,0.4643,0.2955,3.8214,2.4318
S1176_3.txt,3,8.6939,8.6939,6.871,1.2653,1.6327,1.2653,0.2097,0.2653,1,0.2653,0.1633,0.129,0.8571,0.6774
S1177_5.txt,5,11.5439,11.75,8.5455,1.3509,1.7857,1.375,0.2468,0.3393,0.9825,0.3214,0.2143,0.1558,1.3214,0.961
S1178_7.txt,7,15,15,9.2169,1.6275,2.0784,1.6275,0.3133,0.5098,1,0.4118,0.2745,0.1687,1.7451,1.0723
S1179_9.txt,9,18.4634,16.8222,10.0933,1.8293,2.2,1.6667,0.32,0.5333,1.0976,0.4444,0.3333,0.2,1.9556,1.1733
S1180_12.txt,12,24.0323,20.6944,11.1194,2.1613,2.6111,1.8611,0.3582,0.6667,1.1613,0.5278,0.3889,0.209,2.5556,1.3731
S1181_3.txt,3,8.3846,8.2576,5.8602,1.4308,1.5758,1.4091,0.2688,0.3788,1.0154,0.3636,0.0606,0.043,1.0303,0.7312
S1182_5.txt,5,11.9508,11.5714,7.0096,1.7049,1.8413,1.6508,0.3269,0.5397,1.0328,0.4286,0.0952,0.0577,1.4921,0.9038
S1183_7.txt,7,14.7969,15.0317,7.8917,1.875,2.2381,1.9048,0.4,0.7619,0.9844,0.4921,0.2063,0.1083,1.7619,0.925
S1184_9.txt,9,17.4483,15.8125,8.5042,2.0517,2.2188,1.8594,0.3697,0.6875,1.1034,0.4844,0.2188,0.1176,1.8281,0.9832
S1185_12.txt,12,22.4697,20.5972,9.7566,2.303,2.5417,2.1111,0.4408,0.9306,1.0909,0.5417,0.3472,0.1645,2.2639,1.0724
S1186_3.txt,3,8.5556,8.717,6.7941,1.2593,1.4151,1.283,0.1765,0.2264,0.9815,0.2264,0.1132,0.0882,0.9811,0.7647
S1187_5.txt,5,11.2769,11.6349,8.1444,1.3846,1.6984,1.4286,0.1889,0.2698,0.9692,0.2698,0.2063,0.1444,1.3016,0.9111
S1188_7.txt,7,14.7143,14.4844,9.1782,1.6032,1.9062,1.5781,0.2178,0.3438,1.0159,0.3125,0.3594,0.2277,1.6094,1.0198
S1189_9.txt,9,18,17.6842,9.4206,1.9107,2.2105,1.8772,0.3084,0.5789,1.0179,0.4737,0.4561,0.243,2.2105,1.1776
S1190_12.txt,12,23.0741,22.6545,10.2975,2.2407,2.8545,2.2,0.3388,0.7455,1.0185,0.5455,0.5091,0.2314,2.8909,1.314
S1191_3.txt,3,9.0152,9.0152,6.7614,1.3333,1.6212,1.3333,0.2045,0.2727,1,0.2424,0.1212,0.0909,0.7727,0.5795
S1192_5.txt,5,11.5405,11.6986,8.4554,1.3649,1.8219,1.3836,0.2376,0.3288,0.9865,0.274,0.2055,0.1485,1.3151,0.9505
S1193_7.txt,7,14.8413,15.0806,9.5408,1.5556,2.0968,1.5806,0.3367,0.5323,0.9841,0.4194,0.3226,0.2041,1.9355,1.2245
S1194_9.txt,9,18.5962,18.2453,10.2872,1.8077,2.4906,1.7736,0.3936,0.6981,1.0192,0.5283,0.4151,0.234,2.3585,1.3298
S1195_12.txt,12,22.2821,20.2093,10.5976,2.1026,2.7907,1.907,0.4146,0.7907,1.1026,0.5814,0.4186,0.2195,2.5581,1.3415
S1196_3.txt,3,8.2564,8.2564,6.2524,1.3205,1.4872,1.3205,0.2816,0.3718,1,0.3333,0.1282,0.0971,1.0128,0.767
S1197_5.txt,5,11.2917,11.137,8.2121,1.375,1.6164,1.3562,0.2727,0.3699,1.0139,0.3151,0.2192,0.1616,1.3973,1.0303
S1198_7.txt,7,13.8333,13.8333,9.7128,1.4242,1.6818,1.4242,0.2766,0.3939,1,0.3182,0.2879,0.2021,1.697,1.1915
S1199_9.txt,9,17.1343,16.4,10.9333,1.5672,1.8857,1.5,0.2762,0.4143,1.0448,0.3571,0.5,0.3333,2,1.3333
S1200_12.txt,12,23.4886,20.4653,11.678,2.0114,2.4059,1.7525,0.339,0.5941,1.1477,0.4554,0.604,0.3446,2.5149,1.435
S1201_3.txt,3,9.1,8.9216,7.7119,1.18,1.3529,1.1569,0.0508,0.0588,1.02,0.0588,0.2549,0.2203,0.8431,0.7288
S1202_5.txt,5,12.4717,11.8036,8.2625,1.5094,1.7143,1.4286,0.2125,0.3036,1.0566,0.25,0.3214,0.225,1.375,0.9625
S1203_7.txt,7,15.383,14.46,8.9259,1.7234,1.88,1.62,0.2963,0.48,1.0638,0.38,0.36,0.2222,1.58,0.9753
S1204_9.txt,9,18.4359,16.7209,9.4605,1.9487,2.093,1.7674,0.3553,0.6279,1.1026,0.4186,0.4651,0.2632,2.0698,1.1711
S1205_12.txt,12,22.2903,20.9394,9.2133,2.4194,2.6667,2.2727,0.44,1,1.0645,0.5758,0.6061,0.2667,2.7576,1.2133
S1206_3.txt,3,9.1458,9.1458,7.4407,1.2292,1.5417,1.2292,0.1186,0.1458,1,0.1458,0.0833,0.0678,0.9792,0.7966
S1207_5.txt,5,12.0392,12.28,8.5278,1.4118,1.82,1.44,0.1667,0.24,0.9804,0.22,0.12,0.0833,1.48,1.0278
S1208_7.txt,7,15.1463,15.525,9.8571,1.5366,2.05,1.575,0.254,0.4,0.9756,0.35,0.225,0.1429,1.775,1.127
S1209_9.txt,9,17.8235,16.8333,10.2712,1.7353,2.2778,1.6389,0.2712,0.4444,1.0588,0.3056,0.25,0.1525,2.0278,1.2373
S1210_12.txt,12,22.7083,20.9615,10.4808,2.1667,2.7692,2,0.2885,0.5769,1.0833,0.3846,0.3077,0.1538,2.6923,1.3462
S1211_3.txt,3,9.1053,9.1053,6.7403,1.3509,1.6667,1.3509,0.2597,0.3509,1,0.3158,0.0702,0.0519,1.0351,0.7662
S1212_5.txt,5,11.5667,11.5667,7.5435,1.5333,1.85,1.5333,0.2935,0.45,1,0.35,0.1167,0.0761,1.3,0.8478
S1213_7.txt,7,14.2857,14.0625,8.2569,1.7302,2.0781,1.7031,0.367,0.625,1.0159,0.4531,0.2344,0.1376,1.7188,1.0092
S1214_9.txt,9,17.4182,17.1071,9.1238,1.9091,2.4107,1.875,0.4,0.75,1.0182,0.4821,0.3214,0.1714,2.0536,1.0952
S1215_12.txt,12,28.3667,25.7879,10.6375,2.6667,3.3333,2.4242,0.4875,1.1818,1.1,0.6667,0.5152,0.2125,3.1212,1.2875
S1216_3.txt,3,8.5333,8.5333,8.8276,0.9667,1.0333,0.9667,0,0,1,0,0.0333,0.0345,0.9333,0.9655
S1217_5.txt,5,11.44,10.5926,9.2258,1.24,1.2593,1.1481,0.1613,0.1852,1.08,0.1481,0.0741,0.0645,1.1852,1.0323
S1218_7.txt,7,14.8182,14.8182,10.5161,1.4091,1.6364,1.4091,0.3226,0.4545,1,0.3636,0.3182,0.2258,1.8636,1.3226
S1219_9.txt,9,17.9474,16.2381,11.7586,1.5263,1.6667,1.381,0.3103,0.4286,1.1053,0.381,0.3333,0.2414,2.1905,1.5862
S1220_12.txt,12,33.4545,30.6667,15.3333,2.1818,2.5833,2,0.4583,0.9167,1.0909,0.75,0.8333,0.4167,4.3333,2.1667
S1221_3.txt,3,8.5263,8.5263,6.5676,1.2982,1.5263,1.2982,0.1757,0.2281,1,0.2281,0.1579,0.1216,1.0175,0.7838
S1222_5.txt,5,10.5634,10.8696,7.5,1.4085,1.6957,1.4493,0.28,0.4058,0.9718,0.3623,0.2174,0.15,1.4348,0.99
S1223_7.txt,7,13.0145,12.6479,8.5524,1.5217,1.8169,1.4789,0.2762,0.4085,1.029,0.3521,0.3099,0.2095,1.6056,1.0857
S1224_9.txt,9,15.8571,15.3692,9.699,1.6349,2.0308,1.5846,0.3107,0.4923,1.0317,0.3846,0.3385,0.2136,2.0462,1.2913
S1225_12.txt,12,21.2292,18.8704,10.2929,2.0625,2.3704,1.8333,0.404,0.7407,1.125,0.463,0.4074,0.2222,2.5741,1.404
S1226_3.txt,3,8.5098,8.8571,7.75,1.098,1.3673,1.1429,0.125,0.1429,0.9608,0.1429,0.2041,0.1786,0.9184,0.8036
S1227_5.txt,5,11.9818,12.434,9.8358,1.2182,1.717,1.2642,0.1493,0.1887,0.9636,0.1698,0.4528,0.3582,1.6226,1.2836
S1228_7.txt,7,15.1864,14.9333,11.4872,1.322,1.9,1.3,0.2051,0.2667,1.0169,0.2333,0.4667,0.359,1.8167,1.3974
S1229_9.txt,9,17.6939,16.0556,12.0417,1.4694,1.9444,1.3333,0.2083,0.2778,1.102,0.2407,0.5185,0.3889,1.963,1.4722
S1230_12.txt,12,26.0333,22.3143,14.463,1.8,2.4857,1.5429,0.2593,0.4,1.1667,0.3429,0.9143,0.5926,2.8857,1.8704
S1231_3.txt,3,8.2308,8.2308,7.3793,1.1154,1.3462,1.1154,0.1034,0.1154,1,0.1154,0.0769,0.069,0.7308,0.6552
S1232_5.txt,5,11.1406,11.5,8.4881,1.3125,1.8226,1.3548,0.2024,0.2742,0.9688,0.2742,0.1613,0.119,1.0645,0.7857
S1233_7.txt,7,15.1176,14.2778,8.8621,1.7059,2.1481,1.6111,0.3103,0.5,1.0588,0.463,0.1852,0.1149,1.5741,0.977
S1234_9.txt,9,18.6279,17.0426,9.1023,2.0465,2.4681,1.8723,0.3409,0.6383,1.093,0.5319,0.3191,0.1705,1.9787,1.0568
S1235_12.txt,12,24.8438,22.0833,10.3247,2.4062,2.9167,2.1389,0.4286,0.9167,1.125,0.6667,0.5833,0.2727,2.7222,1.2727
S1236_3.txt,3,8.8852,9.0333,7.7429,1.1475,1.3333,1.1667,0.1143,0.1333,0.9836,0.1167,0.0333,0.0286,0.9667,0.8286
S1237_5.txt,5,11.2059,11.5455,8.3736,1.3382,1.6818,1.3788,0.2637,0.3636,0.9706,0.3333,0.0606,0.044,1.2879,0.9341
S1238_7.txt,7,15.3607,15.1129,9.5612,1.6066,1.9355,1.5806,0.3265,0.5161,1.0164,0.3871,0.2097,0.1327,1.6774,1.0612
S1239_9.txt,9,18.1053,16.918,9.9231,1.8246,2.0984,1.7049,0.375,0.6393,1.0702,0.4098,0.2623,0.1538,2.0984,1.2308
S1240_12.txt,12,16.6824,16.6824,9.9859,1.6706,2,1.6706,0.3451,0.5765,1,0.3529,0.2941,0.1761,1.9765,1.1831
S1241_3.txt,3,9.2143,9.3818,6.88,1.3393,1.6545,1.3636,0.28,0.3818,0.9821,0.2909,0.0364,0.0267,0.9091,0.6667
S1242_5.txt,5,11.85,12.0508,8.5663,1.3833,1.7119,1.4068,0.2892,0.4068,0.9833,0.3559,0.1695,0.1205,1.322,0.9398
S1243_7.txt,7,15.8361,15.0938,9.9588,1.5902,1.8906,1.5156,0.3299,0.5,1.0492,0.4219,0.3125,0.2062,1.8125,1.1959
S1244_9.txt,9,18.2407,17.5893,11.1932,1.6296,2,1.5714,0.2955,0.4643,1.037,0.3393,0.4821,0.3068,2.1786,1.3864
